review,cluster,action_cluster
짠테크  직장인 년차 짠테크 정산 편 직장인 년차 짠테크  정산 편 지금 시작합니다  지출 현황 이번 주는 계획대로 지출을 잘 통제한 한주였습니다생각보다 무지출을 한 일자가 너무 많아서 정산  쓸 때 놀랐습니다 한  특이사항 수요일에는 회식을 했지만 술을 안 마신 동료가 저를 집까지 태워다 줬습니다그래서 급 무지출금요일에는 본가로 이동했고요 버스를 타고 이동해서 버스비 정도만 지출했습니다토요일에는 추석으로 부모님 용돈을 만 원 드렸는데요 매달매달 예비비로 해서 조금씩 모아두었던 돈으로 용돈을 드렸습니다예비비가 무엇인지 궁금하시다면 예비비 관리 및 나만의 편성 기준 예비비란  영리하개 입니다 여러분들은 갑작스럽게 발생되는 지출을 어떻게 통제하시고 관 항목별 지출 내역 까지 전체 지출 누계를 보면지난주와 큰 차이가 없습니다의식해서 식비를 절약하고 있어서 냉장고를 아주 알차게 파먹고 있습니다본가 다녀와서 음식이랑 과일 좀 싸 들고 갈거예요 총정리 의식해서 생활비를 절약하고 있어서 참으로 짠스러운 생활을 유지 중인데다음 주에 약속도 있어서 지출이 조금 있을 것으로 추측이 되지만월급날까지 주는 더 남았기 때문에 더욱더 허리띠를 졸라매 보도록 하겠습니다이번 주는 전체적으로 지출이 많이 없어서 정산 가 벌써 끝나버렸네요남은 연휴 잘 보내시고 해피 추석 보내세요이상 영리하개의 짠테크  정산 편 이였습니다 ,2,4
   직장인 일간의 여름 휴가 본가편 반년만에 본가에 왔더니 집이 없어졌다 연차 다섯개를 태워 일간의 휴가를 이룩한환락의 조져조옹비 휴가를 맞이하여 작성은 던져버리고  양양으로 떠난 뒤 다사다난했던 여행을 뒤로하고인  본가에 왔습니다 양양 여행 요약 추후 포스팅 하겠습니다 하여튼휴식을 즐기다말고 이 글을 쓰는 이유는오랜만에 왔더니 제가 알던 집은 아침에 없어져있었기 때문입니다 전에 알던 집이 아냐 내 본가는 익산 여기는 군산일단 저는 익산에 본가가 있었는데요지금 군산에 있습니다제가 모르는 곳으로 이사를 했거든요생전 와본적 없는 동네로 왔는데심지어 집에 아무도 없어서남의 집에 침입한 느낌을 지울수가 없더군요괜히 두리번거리면서 글을 쓰고 있답니다 김치냉장고 논쟁 전설의 한국인 김치냉장고 짤모두 그런건 아닌데 나는 그래 위 짤 처럼 우리집에도 김치냉장고가 있긴했는데요거의 저의 탄생 시 부터 존재했던거라제 입장에선 있는지 없는지 작동되는지도 모를네모 박스에 불과했던 것이었습니다고장나서 언젠가부터 딱히 안썼던 것 같네요근데 좌 김치냉장고 우 냉장고 앗 김치냉장고 냉장고보다 크다 아니 처음에 저게 뭔가했어요딤채 김치냉장고김치냉장고가 이렇게 클 일인가제가 살림을 안해서 모르는 걸까요은 저렇게 대문짝만하게 나오나요 이 외에도깔끔한 화이트 톤의 인테리어라던지이건 맘에드는데 살짝 정신병동동생 방은 의 집 처럼 변해있질 않나내 방은 사라졌다한 명은 숨어도 모를 것 같은 숨바꼭질 최적화된 옷방이라던지조금 의아하게 변한게 많았는데그 중 최고봉은 이거였다의문의 배경화면 집을 둘러보자마자 컴퓨터를 켰는데 내 얼굴이 대문짝만하게 나와서 정말 당황스러웠다이게 무슨짓인지굉장히 킹받아서 귀가한 동생에게 물어봤다여차저차해서 굉장히 바쁘게 컴퓨터를 하다가 잘못눌러서 이렇게 됐다는거다근데 본인 얼굴 아니라서 그냥 쓰고있었단다덕분에 나는 못볼걸 보았다지금도 컴퓨터에 내 얼굴이 둥실둥실 떠있다심지어 얼굴이 사뭇 간사한 왜 나와서 쓰지 않던 증명사진이었다그래서 동생사진으로 바꿔놨습니다 끝  휴가라 글을 못 올렸는데  겸 휴가 본가편을 올리게 되었네요내일은 앱테크 글로 다시 찾아뵙겠습니다내일 모레부턴 보령으로 여행가서 이번주는 자주올리진 못하겠지만추후 여름휴가 양양 보령편을 작성할테니 많이 봐주시길 바랍니다읽어주셔서 도 좋은 되세요  환영합니다 ,2,1
재테크  여기저기서 쫌쫌따리 수익 올린 날 경제적 자유인이 되고싶은 투자 초보 재린이의 직장인재테크 복기 용 입니다 일 간의 연휴가 끝나고 장이 열리는 화요일지난 금요일에 엔화가 원까지 올라서 끝났길래거래가능한 시를 기다렸다가 바로 들어가서우선 원 겟 지난 목요일에 만원으로 원에 환전해뒀던엔화 재환전함 와중에 는 원 대로 떨어져서 시작했고 코스피는 다시 아래로 내려갔다번계좌에 있던 을 다 팔아서 다행너무 장 초에 사기는 두려워서 조금 기다리다가점심 즈음에도 원대가 유지되길래조금 줍줍또 조금씩 모아가자 라고 말하고 오후에 팔아버림 넘나 단타쟁이라 큰 부자되긴 글렀다 아침에 살짝 높게 걸어놓은것도환전 되었다나무 어플에서 목표환율 거래신청하면 장점이걸어놓은것보다 살짝 높게 팔리고 살짝 낮게 사진다 회사에서 이벤트 했던게 당첨되서 받은 기프티콘이랑캐시닥 포인트 모은걸로 산 기프티콘 팔아서추가 수익 기프티콘 현금화하는 방법은 아래 기프티스타 기프티콘 싸게 사기 안쓰는 기프티콘 돈으로 바꾸기 캐시워크 앱테크 포인트 현금화 안쓰는 기프티콘을 돈으로 바꿔주는 어플 앱테크 포인트로 기프티콘을 사서 현금화 할 수 있는 어플 기프 의 쫌쫌따리 수익엔투자 원주식 원기프티콘 원 총 원 적은 돈으로 짧은 기간에 번 돈이란게 장점이지만사실상 깊콘 빼면 정말 커피값고질적으로 정말 투자금이 적고 수익도 적다그렇다고 투자금을 늘릴 패기도 없고 언제쯤 내 투자에 대한 믿음이 생길까 어디서 얼만큼의 돈을 가져올 수 있을지투자금을 얼마로 할지자산 정리가 필요한 시점 사실 물려있는 돈이 많아서 투자금을 못늘리는 엔 금 ,2,3
   년 월 주 차  운동 부읽남 갓생프로젝트 준비 카카오뱅크 주 적금 자매현장체험 등 긍정적 먼저 운동  이번 주 운동은 출퇴근 걷는 걸로 끝이었다왜그랬니 부읽남의 갓생 프로젝트에 내일부터 참여해보려고 한다 부읽남의 디벨로 부동산읽어주는남자  카페 디벨로 카페 내집 마련부터 건물주까지 부동산에 대해 알고 싶은 부린이들 모여라 부동산 커뮤니티 의지는 있는데 방법을 모른다면 방향성을 하기 위해 시행착오를 줄이기 위해 저출 부업 투자 위한 과제를 내준다고 한다지정 독서 부수입만들기 플랜 현장조사 보고서 작성 등부터 개월 진행한다고 하고 참가비는 무료인데 상금도 있다고 하니 좋으다좋으다상금까진 바라진 않지만 내게 좋은 영향을 줄 것 같은 라 참여해보고자 한다타임스템프 앱도 처음 설치해봤다 지갑 안에 있던 카카오뱅크 카드를 쓰기 위해 노력했는데 자꾸 잔액부족젊은 친구에게 물어보니 카카오페이 카드와 뱅크 카드는 틀리다고 카카오뱅크는 카카오뱅크 계좌에 돈이 있어야했다무튼 충전했고 덕분에 카카오뱅크를 더 들여다보고 주 적금도 가입했다성공할 수 있을까 맥주와 하트과자하트 과자와 맥주는 맛있지술 안먹으면 잠이 안오고 수면 유도제를 먹으면 다음 날 아침이 너무 몽롱하고이 악순환을 어떻게 끊어야 할지 모르겠다 아이들에게 화를 잘 안내는데 월요일 친구와 포켓몬 빵을 사러가겠다고 해서 중학생 아이를 내보냈다너무 늦은 시간 와서 화를 버럭버럭 냈다보낸 내가 잘못이지 이 무서운 세상 이젠 저녁 외출 금지닷 마트에서 울다 책을 읽으면서 아이들에게 사자 말 양 원숭이 소 중에 여행을 떠나면서 순서대로 버릴 것과 끝까지 함께 할 동물을 선택해보라고 했다중학생 큰 아이는 원숭이양소말사자 순이었고초등학생 둘째 아이는 소원숭이말양사자 순이었다원숭이는 아기 양은 사랑 소는 부 말은 커리어 사자는 자존심이란다 목요일은 초등 아이가 에버랜드로 현장체험을금요일은 중등 아이가 한강으로 현장체험을 다녀왔다초등 아이는 도시락을 쌌는데아빠가 쌈 엄마 말고 아빠 치즈 김밥을 주문 중등 아이는 카드로 스파게티를 결제했다우오 초등 아이가 학년이니 이제 도시락은 안싸는건가 싶었다 내일부터 타임스템프 이용해서 일찍 일어나기 부읽남 카페 둘러보면서 워밍업 준비해야겠다그러려면 일찍 자야하는데 참 쉽지 않다 ,2,1
제태크 직장인 제태크 토스시작 해외주식시작 카카오뱅크 주적금현황 토스와 함께 해외주식 구매좀 늦은편이지만 제태크 짠테크에 빠지지 않는 토스를 시작했다토스 시작하면서 저금통 당첨금 원 당첨되고내가 원하는 해외주식 조금 받았다 일에 배송예정지금 이용하는 증권사는 해외주식 구매가 복잡한데토스는 쉽게 매수가 가능해서 해외주식은 토스로 확정 많이 쫄보라서 스타벅스 주를 구매했고현재 행사 기간이라서 해외주식 구매 지원금까지 받았다구매 지원금으로 매주 개월간 해외 주식을 정기 구매하늗조건으로 받은 지원금캐시백 형태로 들어온다 카카오 주 적금 주차자투리 돈을 모으자는 용도로 시작한 주 적금남는 돈 있어 봤자 뭐하나 싶어서 시작했다정기적으로 돈을 넣어야 한다는 압박감이 있다보니남는 돈은 바로 카카오뱅크에 바로 넣어버린다 내년 월까지 억 달성이 목표로 열심히 살아야지고정지출비용 확인하기고정비 변동비 만원 목표비상금 만원토스뱅크 ,2,3
시간 가계부  시간 가계부 한 이번주도 어떻게 지나갔는지 화요일까지는 시간이 느리다 생각했는데 정신차려보니 주말이고 월도 벌써 절반이 지나갔다 이번주엔 일이 한개 들어왔다 마켓컬리 알바 생각일랑 잠시 넣어두고 잘하는 일에 집중합시다 주말에는 내내 늦잠을 자서 시간을 제대로 못쓴감이 있다 도 늦잠 알람을 하나 늘리던지 해야지 미라클 모닝까진 아니어도 를 차분하게 시작할 한 시간은 확보하자 직업 크라우드픽 오픈소스 개 제작 업로드하여 시작점 확보하기 현재 개 업로드 개 심사중 월 안에 기존작업 포트폴리오 업데이트 완료하기 지난 수요일에 모두 업데이트 완료 비시즌 수입을 위한 단기 아르바이트하기 마켓컬리 고민했으나 일이 들어와서 감사하게 본업 집중 돈내고도 완강 못했던 디자인 스킬 강의 뽀개기 들읍시다투자 투자 경제 마인드 관련 독서 권 이상 하고  쓰기 권 완독 한 권은 업무관련 독서 현재 부의 시그널 읽는 중 인천 서구 임장보고서 완료하고  업로드 하기 아주 조금씩 진행되는 중 월부 카페와 유튜브 보면서 요약정리하기 메모장에 요약은 해두었는데 업로드를 못했다 월 월부 내마반 강의 조모임 신청하기 시간관리 및 목표실적 하기 아직 순항중운동 주 회 이상 천보 이상 걷기 평균 보로 목표에 조금 못미쳤다 분만 더 걷자 자기 전 분 이상 스트레칭 매일 하기 매일하진 못했지만 일 정도 성공 동생 결혼식 전까지 살 빼기 영원한 제자리 걸음생활딴짓 집안일에 집착말고 적당히 하기 아주 잘하는 중 게임 및 시간 줄이기 애매하게 왔다갔다 하고 있다 폰 없이 남편과 대화하고 시간 보내기 애매하게 왔다갔다 하고 있다포폴 업데이트 완료 미루고 미루다 년치 넘는 분량을 업로드 했다 이런거 미루면 안되는데 본업에 충실하자 열심히 부지런히 그런 의미로 월부 복습기간 끝나면 바로 미뤄뒀던 스킬 강의 다시 들어야지 투자와 일은 다시 시간 이상 늘었고 낭비와 수면을 줄였다 원래 다들 이렇게 많이들 자는거 맞죠 평일에는 일곱시에 일어나는데 주말이면 어김없이 아홉시가 다 되어서야 눈이 떠진다 운동 시간이 늘면서 자연스럽게 낭비 시간이 줄었다 운동은 별거 없구 동네 주변을 마냥 돌아다닌다 지하철 공사하는 곳도 가보고 다른 아파트 단지들도 걸어보고 임장에 익숙해지기 위한 일들을 평일에 하는 느낌으로 산책한다 필라테스도  했다 간만에 하니까 너무 재미있고 뻐근하고 좋았다 여기에서 이제 운동과 투자에 조금 더 시간을 보태면 좋을 것 같다 잠을 쪼금만 더 줄여보자 그리구 크라우드픽 수익이 나는게 너무 재미있어서 자발적으로 일하는데도 거부감이 없다 자면서 돈버는 게 이런거구나를 미약하게나마 느끼게 해줬다 빨리 개 만들어서 많은 사람들이 내가 만든 소스를 쓰게 만들고싶다 디자인동굴 작가 크라우드픽의 사진 이미지 일러스트 캘리그라피 저작권 걱정 없는 상업용 이미지 서비스 크라우드픽에서 디자인동굴 작가의 이미지를 무료로 사용해보세요 잘한 점 일주일 내내 독서 이상 성공 일주일 식비 만원 언더 성공 주일 산책 필라테스 시간 강의 복습 강 완료 아직 갈길이 멀다아쉬운 점 한가지 일을 할 때 하나에만 집중하지 못한 점 멀티태스킹 금지 임장시간이 너무 짧았다 복부운동 하체근력운동해서 걷는 힘 기르기 군것질을 너무 자주 많이 했다 과자 멀리하기 도서관에서 너무 많은 시간을 보냈다 빌릴책 미리 서치해서 가기 주식에 관련한 책이긴 하지만 경제 초심자에게는 아주 좋은 수준의 책이다 경제의 흐름을 공부하기에 너무 좋은 것 같다 정리할 내용이 매 챕터마다 빽빽 운동하고 임장하고 책읽고 일한 한 주저번주 주말에는 진짜 쇼핑몰 가서 구경하고 쇼핑하고 싶은 마음이 굴뚝 같았는데 꾸역꾸역 나가서 단지들을 둘러보니 또 그 나름대로의 재미가 있더라는 앞마당 한개 만들때까지 쫌만 더 고생하자 서구 왜이리 넓냐그리구 맡은바 일 최선을 다 해 잘하기 설에 재미있게 양가 방문하기 이웃님들 모두 새해 복 많이 받으시고 안전하고 행복한 연휴 되시기를 ,2,3
재테크 앱테크  대 직장인  앱테크 실사용 실수익공개 갑자기 추워진 날씨감기 조심하셨으면 좋겠습니다최근 일주일을 바쁜 나날들을 보내다보니지지난주보다 활동을 많이 하지 못했습니다미리 정리해두었던 글들을정리하는 선에서 드문드문 소식을 가지고 왔던 것 같습니다 어느덧 월의 마지막이 되었습니다한 달을 마무리하면서 정산을 해보면서앱들도 점검을 했습니다아무래도 처음의 의욕과는 달리많이 손이가는 앱들은 하는만큼적립금이 쌓이지만 시간이 받쳐주지를 못하더라구요비중이 처음보단 많이 줄어든것을 느낍니다게다가 만보기의 비중이 생각보다 많이 있었던체리포인트와 두둑이 현재 만보기 적립이 비활성화 되었습니다중고나라의 마일리지가 소멸예정 알람이 떠서포인트 문화상품권으로 전환하였습니다 월의 시작인 내일 부터는새롭운 앱 몇가지와 다른 당식의 재테크들도시도하게 될 것 같습니다이번 달은 즉시 현금으로 전환가능한 앱테크만먼저 현금화를 진행 했습니다추가로 현금화가 가능할때 진행하겠습니다만조금 시간이 걸리거나 월에 같이 정산될것 같습니다퇴근 후 정산해보니 원정도 되겠습니다 상품권 코인 기프티콘등등 추가로 현금화를 하면더욱 더 추가될것 같습니다 앱테크 무료 현금과 포인트를 모아보자 앱 누적금 적립 중 토스 포인트 원 모니모 원 체리포인트 원 하나머니 원 하나카드페이 핀크 하나 원 페이 원 캐시백 원 포인트 원 라임 세븐일레븐 하이마트 롯데홈쇼핑 롯데백화점몰 롯데슈퍼프레시 온앤더뷰티 리브메이트 원 페이 스타뱅킹 손해보험 원 캐시몬스터 원 오베이 원 패널파워 원 패널나우 원 우리멤버스 원 멤버스 원 신한 원 뱅크샐러드 원 지니어트 원 캐시워크 원 워너아이 원 중고나라 원 원 두둑 원 니콘내콘 원 토스뱅크 원 금테크 금과 은을 모아보자 어플 금 은 센골드 신한 머니버스 금모아 코인테크 무료로 코인을 모아보자 어플 누적수량 적립 중 메디패스 페이코인 포모코 퍼즐럭 도모코 로켓의 섬 밀크 데일리호텔 인터파크 인터파크도서 인터파크투어 마일벌스 몬스탁 아하 현재 리워드 받을 수 없는 앱으로 주의 투더문 원 ,2,3
 신문을으로은행만 웃어선 안 된다 마마리더 금리 인상이 대출금리에는 빠르게 반영되지만 예금금리에는 반영이 늦어 예대마진 확대로 인한 이자 장사가 용이해지도록 설계돼 있다 출처 본문 의생각 나라가 힘들때는 금모으기 운동 우리들의 협동성을 자극하여 십시일반 대다수 국민들이 동참했었는데 정작 우리가 힘들때 특히 지금처럼 고금리로인해 가계대출의 압박을 받는 일반 서민들에겐 힘들건 알겠지만 우리가 어찌할수는 없다는 식의 본인들 이윤을 포기하지 않는 금융기업은 구조자체를 바꿀 패러다임을 가지고 있는 또다른 슈퍼루키은행이 나와 모두가 그쪽으로 이동을 하게될때 그때서야 아이고 고객니임 이라며 위기의식을 느낄것인가 라고 반문해본다 ,2,1
   미라클 모닝 진행중갓생살기 닉네임답지않게 를 상당히 드문드문 하게되네요 에서  쓰는 이벤트를 하길래 겸사겸사 남깁니다요새는 부동산 공부한다고 매주 강의듣고 과제하랴 바쁩니다더 나은 사람이 되고싶어서 책 읽는 습관도 들이고 있구요 최근엔 미라클모닝도 시작했습니다미라클모닝을 간단하게 말해보자면목표지향적으로 살아가기 위해 아침 일찍 일어나서 명상 운동 글쓰기 확언  할 일의 시각화 읽기 등을 하는 것을 말합니다 최근에 읽은 책 미라클모닝 밀리어네어에서는 아침에 일찍 일어나 를 하라고 하는데 각각 을 의미합니다저는 저것들을 다 하고 있지는 않지만 은 해보는 중입니다시 분에 취침하고 매일 아침 시 분에 알람 듣고 일어나서 잠깐 눈 감고 조용히 앉아있다가 책 읽거나 강의 듣고 회사에 있는 헬스장이나 수영장을 이용하고 나서 일하러 가는거죠미라클모닝이 늦게자고 일찍일어나는 것은 아닙니다 일찍 일어나는 만큼 일찍 자는게 보통이라고 합니다 운동하고 씻고나면 개운한 것도 있지만 저는 미라클모닝을 하면서 시간을 조금은 더 효율적으로 쓸 수 있게 되었습니다원래는 퇴근하고 기숙사로 돌아와서 할 일운동 독서 강의 휴식 등을 하다보면 뭔가 시간이 빠듯했는데 아침에 일어나서 시간 정도 저만의 시간을 새로 잡아두니 시간의 자유도가 늘어난 것이죠 그래서 보통 아침에 일찍 일어나면 그 동안 꼭 해야 할 한 가지를 해둡니다 그럼 퇴근한 뒤의 시간은 심적으로도 더 여유가 생기더라구요제 단기적인 목표는 올해내년 초까지 부동산 투자를 한 채 해 보는 것인데 이를 위해 가장 중요한 것은 보통 강의 듣기나 임장 준비하기라서 아침에 일어나자마자 얼추 끝내놓곤 한답니다결론은 아침에 일찍 일어나면 가 확실히 길어진다아래는 요새 제 시간가계부입니다  부동산 강의에서 들은 말인데 부동산 투자를 잘 하려면 아는 지역이 많아야 한다고 하더라구요이건 내 스스로만 잘 하면 되는 문제기 때문에 앞으로도 묵묵하게 해보려고 합니다 흐흐언젠가 여기다가 호기 투자기도 올려야겠습니다내일은 용인시 수지구에 공부겸 임장을 가는데 날이 너무 덥지 않았음 좋겠네요아무튼  끝 ,2,3
짠테크  직장인 년차 영리한 짠테크 계획 편 직장인 년차 영리한 짠테크  계획 편 영리하개 입니다 따라 일주일이 너무나도 빨리 간다는 생각이 드는데요정말 어느덧 월 중순이 다가왔고 남은 월 한 달을 잘 보내는데 초점을 맞추도록 하겠습니다 월 주 짠테크 계획 이번 주 계획은요 무지출 데이는 일 지출이 있을 예정은 일입니다 특이사항 냉장고에 사두었던 반찬들을 다 먹어서 간단히 월요일에 장을 볼 예정인데요출장이 잡혀있다 보니 너무 많이는 사지 않도록 조절을 잘 해야겠습니다또 이 번주부터는 다시 교육 출장이 잡혀있는데요그래서 매주 서울로 출장을 올라가야만 합니다 그래서 이번 주부터는 매주 출장 관련된 지출이 적지 않을 것으로 예상됩니다 물론 일비를 청구해 일정 금액은 지원되겠지만 그래도 지출로 분류했습니다토요일에는 아마 관광지를 좀 돌아다니지 않을까 싶은데요확정된 것이 아니라 예산을 고민하는 것이 힘들었지만 예산을 잡고 예산에 맞는 곳을 가는 것으로 결정했습니다 예산을 편성하는 것만으로 부자가 된 것 같아 행복한 나 우리 모두 부자 되기로 약속이상 영리하개 짠테크  계획 편이였습니다 ,2,4
   만세 살 첫 독립 독립 마지막  독립에 든 총 금액은 그리고 한달에 얼마들어요 만 세 살 첫 독립 독립준비와 대출실행심사 카카오 청년 전월세 보증금 대출 갑작스레 독립을 준비하게 되었다 여러 이유가 있지만 지금 부모님이랑 살고 있는 집의 전세기간이 내 만 세 살 첫 독립 독립 두번째 대출 추가서류와 대출 심사 승인 대출 확정까지 편은 여기서 우당탕탕 준비중인 독립 서류를 내고 만 세 살 첫 독립 독립 세번째 드디어 생긴 나만의 공간 이사하다 드디어 잔금일 및 이사날 대출 실행을 했는데 아니 뭐야 금리 금리가 또 올랐다 아니  그래서요 임젼님독립하는데 얼마가 드셨나요라는 질문을 수도 없이 받은 지난 주그래서 독립의 마지막 포스팅은 과연 독립에 얼마정도를 썻는가 그리고 대 중반이 독립으로 홀로서기를 하려면 다달이 얼마가 들어가는가에 대해 얘기를 해보려고 합니다일단 저는 카카오뱅크 청년 전세자금대출로 만원 중 프로인 만원을 대출 받았고나머지 만원은 부모님이 마지막 지원이라며 주신 만원과 제가 그동안 모아놓은 돈인 만원을 털어서 충당했습니다 거기에 복비 만원이 추가로 들어갔어요 부동산 부분 내돈내산 보증금 만원물론 이 보증금은 전세계약 년 끝나고 돌려 받음 복비 만원총 만원 사용그리고 가구와 기타 살림살이를 샀습니다 살림살이 부분 내돈내산 메트리스 만원 메트리스 깔판 만원 옷장 만원 이불세트 만원 방수커버 만원 빨래건조대 만원 수건 만원 휴지통 만원 즉 필요한 가구와 살림살이를 들여놓는데 약 만원정도가 추가로 들었고요또 다이소랑 마트에서 이것저것 필요한식재료 필요한 청소용품을 사서대략 만원정도 더 썻던 것 같아요 여기까지 저는 대략 만원만원 가까이 되는 돈을 썼습니다하지만 만원은 년 뒤에 돌려 받는다고 머리를 뱅글뱅글 돌리면만원정도 썻어요 이건 진짜 사람답게 살기 위한 최소한의 비용이라고 생각함 그리고 이제다달이 얼마가 들어갈지를 계산해보겠습니다 일단 저는 한달에 이자가 약 만원 정도 들어갑니다따라서 이자 만원도시가스비 최대 만원한전 전기요금 최대 만원 여름 한정상하수도 최대 만원 대신 상하수도는 달에 번 출금관리비 만원이렇게 이자와 공과금을 포함하면 약 만원이 들어갑니다여기에 독립을 하고 전입신고를 하면 건강보험 역시 본인이 따로 내야하는데요그래서 저는 건강보험료도 매달 만원씩 내야합니다거기에 교통비 만원주택청약 만원통신비 만원애플 원이 매달 들어갑니다따라서 저는 한달에 모든 것을 다 포함최대만원정도가 들어갑니다 그래도 대학생 신분으로 매달 만원 이상을 부담하긴 어려우니저는 그동안 돈을 모아둔 돈으로 대출금 이자를 내고지금 제가 프리랜서로 벌고 있는 돈으로 공과금 및 이체 되어있는 돈을 내며 한달에 만원 안되게 내며 살아가고 있습니다 이런식으로 체크하면서 살아가요과거에도 이런식으로 체크하며 이체를 확인하긴 했습니다여기서 공과금만 더 늘어난 셈 암튼 저는 이렇게 한달에 만원대출금 이자 제외 만원을 내며 살아가고 있답니다 ,2,4
   전업주부 아르바이트시작하다 아이들이 어느정도 큰 이후무언가 일을 하고 싶었는데 조건시간거리 등이 맞지 않아 알아만 보고 아무것도 안한지 벌써 몇년사실 년전 공인중개사 자격증을 따고다른 일은 생각도 안하고부동산에서 일을 해볼까 하고 알아보기는 했었다부동산은 공휴일과 토요일도 일을 하고최저시급조차 보장이 안 되는 곳이라열정페이로 배운다는 생각으로 일을 해야하다보니이 돈 받구 애들 다놓구 여행도 못가고일을 할순 없다는 생각에 따기만 하고 관련 일을 하지 않았다 관련일 뿐 아니라 아무일도 자격증의 폐해라고나 할까지금은 부동산 경기가 안좋아 뽑는 곳도 별로 없고폐업도 많이 하기 때문에 아예 다른쪽으로 알아봐서취직을하고 출근 한지 일째취직이라 하기엔 일일 시간이라 알바개념너무 꿀보직이라 편히 잘 다니고 있다내가 알바 시작했다고 카드를 써준 조카 카드 받고 빵 터졌다전업주부여서 놀랐다니놀랄일인가 넘나 귀엽다그리고 카톡선물 보낸 형부 사무실 가서 커피 마시란다정말 아기자기한 형부이다 스타벅스 랙앤골드머그 고급지다 직장인 코스프레 해야지출근 후 책상에서 마시는 커피한잔의 여유얼마나 해보고 싶었는지알바 한번 한다구 이런 선물과 카드를 받은 나꿀보직알바도 너무 좋은 가족들도 감사하다감사할일을 찾으면 너무나도 많다 감사하며 살자 ,2,2
우주재테크 거꾸로 플래너 무료로 받고 계획을 더 탄탄하게 세워보기 기존에 사용하던 종이 다이어리는 종류별로 가지였습니다첫 번째로는 업무용 다이어리두 번째는 개인용 다이어리세 번째는 가계부였는데요 여러 개 들고 다니니 무겁기도 하고 애매한 일정은 어디에 써야 할지 몰라 누락되는 경우도 있어서 올해는 한 권의 다이어리에 모든 내용을 몰아서 쓰고 있어요대신 컬러를 다르게 표시하고 완료된 일은 형광펜으로 긋고 하면서 일정관리를 하고 있습니다종이 다이어리의 문제는 페이지를 펼쳐야 확인이 가능하기 때문에 늘 손에 쥐고 다니는 휴대폰에서도 일정 확인 및 관리를 하기 위해 노션을 이용해 크로스체크하고 있습니다 노션은 이전에 사용해 보려다 무언가 불편해 보여 쓰다 말았는데요최근 다시 확인해 보니 이렇게 템플릿을 제공해 줘서 간단하고 편리하게 사용할 수 있더라고요그래서 매일 해야 하는 루틴습관 트레커와 놓치지 않아야 할 일정 확인를 쓰며 크로스체크하고 있습니다종이 다이어리와 노션 모두 해야 할 일을 체크하기엔 나쁘지 않으나 문제는 조금 길게 계획하고 있는 일들의 체크가 어렵다는 점이었어요특히 하고 있는 공부의 진도 체크와 목표 이 어려워 다른 건 몰라도 스터디 플래너는 하나 더 있어야겠다 생각하던 찰나에 이런 이벤트를 발견하게 되었습니다 공무원 시험을 준비하는 곳에서 배포하는 스터디 플래너인데 자격증 시험을 준비하는 곳에서 만든 것이라 문구점에서 사는 것보다 이걸 받아봐야겠다 생각해 신청했습니다 다만 은 무료지만 배송비 천 원은 별도에요 실제 을 바로 구입할지 이 을 받아볼지 고민하다가 일반적인 스터디 플래너 말고 자격증 시험용 플래너는 어떻게 구성되어 있는지 궁금해 이쪽을 택하기로 했습니다 혹 새해에 긴 시간 고민하며 이루고 싶은 일이 있다면 꼭 이 플래너가 아니더라도 스터디 플래너 형식의 노트를 한 권 마련해 보시면 어떨까요거꾸로 플래너는 아래의 링크에서 신청하실 수 있습니다 공무원 합격의 새로운 기준 메가공무원 합격생 증가 공무원 메가패스 급 인강 수강료 환급 최정상급 강사진 제가 무언가를 해야겠다 결심하고 무언가를 이룬 동기는 노트 한 권을 끝까지 써본다 이게 좀 크더라고요노트 한 권 연필 한 자루 끝까지 쓰는 게 늘 쉽지는 않았는데 한 번 끝까지 해보면 성취감도 들고 하고요저는 공부할 때 연필을 주로 사용하는데 손에 쥘 수 없는 수준까지 오면 작은 바구니에 넣어서 보관합니다 이사 때 한 번 잃어버려서 좀 아깝긴 합니다만 예쁜 병이 있으면 거기에 넣어서 보관해 두려고 해요몽당연필을 보고 있으면 내가 태운 시간과 열정이 느껴져 다음에 할 일도 잘 할 수 있다 생각하는 격려가 되더라고요월이라 이런저런 계획과 다짐이 많은 시기라 이런 문구류도 더 찾아보고 그렇게 되는 것 같아요아 참고로 플래너 배포하는 곳에서 캘린더와 수험생 굿즈도 증정한다고 해요이건 추첨이라 될지 말지 모르겠지만 혹 플래너에 관심이 있어 신청하셨다면 이 캘린더도 함께 신청해 보셔도 좋겠습니다 캘린더 신청은 이 링크에서 확인해 보시면 됩니다월 모두 갓생 살 수 있게몸과 마음을 건강하게이루고 싶은 목표 잘 이룰 수 있도록 매일 성실한 를 보내보도록 합시다저도 매일매일 최선을 다하겠어요 ,2,2
